Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
VTRS,"Viatris Inc",12.14,-0.12,-0.98%,12.23,12.379,12.07,2470374,"13:07 ET"
VVV,"Valvoline Inc",36.36,-0.42,-1.14%,36.91,36.96,36.105,477561,"13:07 ET"
VZ,"Verizon Communications Inc",40.21,-0.03,-0.07%,40.05,40.46,39.93,7252169,"13:07 ET"
W,"Wayfair Inc",43.81,-1.64,-3.61%,46.01,46.49,43.21,2540989,"13:07 ET"
WAB,"Wabtec Corp",189.43,-0.84,-0.44%,192.19,193.365,189.3,318225,"13:07 ET"
WAL,"Western Alliance Bancorp",83.47,-0.27,-0.32%,85.07,86.49,82.93,568239,"13:04 ET"
WAT,"Waters Corp",356.13,-4.3,-1.19%,359.17,361.985,354.37,130813,"13:06 ET"
WBA,"Walgreens Boots Alliance",9.44,-0.26,-2.68%,9.61,9.77,9.3,9109941,"13:06 ET"
WBD,"Discovery Inc Series A",10.64,0.0099999999999998,+0.09%,10.7,10.765,10.42,15195159,"13:07 ET"
WBS,"Webster Financial Corp",54.15,-0.39,-0.72%,55.69,56,54.22,330926,"13:07 ET"
WCC,"Wesco International",173.54,-2.16,-1.23%,177.69,179.87,173.7901,232156,"13:05 ET"
WDAY,"Workday Inc",266.49,-2.44,-0.91%,271.43,274.2,264.88,1617571,"13:07 ET"
WDC,"Western Digital Corp",59.78,-3.76,-5.92%,61.92,62.31,60,5665646,"13:07 ET"
WEC,"Wisconsin Energy Corp",94.27,1.33,+1.43%,93.1,94.225,92.5203,500436,"13:07 ET"
WELL,"Welltower Inc",125.49,-0.1,-0.08%,125.98,128.38,125.2,1035082,"13:05 ET"
WEN,"Wendys Company",16.58,-0.1,-0.60%,16.78,16.85,16.56,1268021,"13:06 ET"
WEX,"Wex Inc",166.73,-1.17,-0.70%,168.9,169.47,166.1,110785,"13:05 ET"
WFC,"Wells Fargo & Company",68.8,0.039999999999992,+0.06%,69.4,70.69,68.8,4996294,"13:06 ET"
WFRD,"Weatherford International Plc",68.8,-1.06,-1.52%,71.11,71.42,68.76,355269,"13:05 ET"
WH,"Wyndham Hotels & Resorts Inc",98.93,0.49000000000001,+0.50%,99.28,100.87,99.03,271515,"13:07 ET"
WHR,"Whirlpool Corp",113.48,-1.96,-1.70%,115.82,117.3871,113.1,247698,"13:05 ET"
WING,"Wingstop Inc",291.23,10.14,+3.61%,288.18,290.8,283.44,365150,"13:07 ET"
WLK,"Westlake Corp",113.74,-1.8,-1.56%,115.41,116.96,113.66,413153,"13:06 ET"
WM,"Waste Management",206.39,0.95999999999998,+0.47%,205.01,207.8849,204.55,721393,"13:06 ET"
WMB,"Williams Companies",52.46,0.45,+0.87%,52.71,52.88,51.89,3057176,"13:07 ET"
WMS,"Advanced Drainage Systems Inc",115.26,-1.45,-1.24%,116.6,119.19,114.65,353725,"13:06 ET"
WMT,"Walmart Inc",93.64,0.090000000000003,+0.10%,94.48,94.565,93.36,7073048,"13:07 ET"
WOLF,"Wolfspeed Inc",7.01,-0.26,-3.58%,7.43,7.74,7.01,3878989,"13:07 ET"
WPC,"W.P. Carey & Company Llc",54.51,0.3,+0.55%,54.26,54.99,54,537458,"13:06 ET"
WRB,"W.R. Berkley Corp",58.37,0.5,+0.86%,57.97,58.49,57.775,420731,"13:07 ET"
WSC,"Willscot Holdings Corp",33.54,-0.66,-1.93%,34.35,34.56,33.41,1109168,"13:07 ET"
WSM,Williams-Sonoma,180.35,-5.72,-3.07%,185,186.42,178.65,1160439,"13:07 ET"
WSO,"Watsco Inc",484.08,-3.81,-0.78%,489.89,492.84,483.62,57651,"13:01 ET"
WST,"West Pharmaceutical Services",324.46,-0.86,-0.26%,325.11,329.695,319.74,198312,"12:58 ET"
WTFC,"Wintrust Financial Corp",123.55,-1.1,-0.88%,127.17,127.66,123.57,267065,"13:07 ET"
WTM,"White Mountains Insurance Group",1902.46,6.9200000000001,+0.37%,1932.65,1933,1889.04,24800,2024-12-19
WTRG,"Essential Utilities Inc",36.5,0.26,+0.72%,36.22,36.72,35.91,386270,"13:07 ET"
WTW,"Willis Towers Watson Public Ltd",310.58,3.03,+0.99%,306.51,311.14,306.51,210277,"13:07 ET"
WU,"Western Union Company",10.71,-0.04,-0.37%,10.79,10.9,10.7,2249043,"13:02 ET"
WWD,"Woodward Inc",166.5,-1.15,-0.69%,168.52,171.375,166.1911,140048,"13:03 ET"
WY,"Weyerhaeuser Company",27.48,-0.48,-1.72%,27.75,28.02,27.41,1706870,"13:07 ET"
WYNN,"Wynn Resorts Ltd",87.61,-1.09,-1.23%,90.62,90.62,87.36,678169,"13:06 ET"
X,"United States Steel Corp",31.32,0.34,+1.10%,31.08,31.87,30.87,2817883,"13:07 ET"
XEL,"XCEL Energy Inc",67.21,0.80999999999999,+1.22%,66.1,67.24,66.07,1088334,"13:07 ET"
XOM,"Exxon Mobil Corp",105.8,-0.62,-0.58%,107.39,107.67,105.7,6917817,"13:07 ET"
XP,"XP Inc Cl A",12.15,0.24,+2.02%,12.13,12.27,11.74,4608271,"13:06 ET"
XPO,"Xpo Inc",144.63,-2.86,-1.94%,148.95,150.71,144.61,512315,"13:07 ET"
XRAY,"Dentsply Sirona Inc",18.41,-0.27,-1.45%,18.77,18.965,18.34,860490,"13:06 ET"
XYL,"Xylem Inc",116.32,-0.6,-0.51%,117.44,118.92,116.13,524492,"13:04 ET"
YETI,"Yeti Holdings Inc",39.6,-1.17,-2.87%,41.82,42.0498,39.5285,630620,"13:06 ET"
YUM,"Yum! Brands",131.41,-0.05,-0.04%,131.24,132.66,130.55,538468,"13:07 ET"
Z,"Zillow Group Cl C",75,-0.47,-0.62%,76.37,77.21,74.8,1227355,"13:06 ET"
ZBH,"Zimmer Biomet Holdings",105.48,-0.38,-0.36%,105.12,106.25,104.47,509804,"13:07 ET"
ZBRA,"Zebra Technologies",385.24,1.77,+0.46%,384.44,391.3552,384.44,138539,"13:05 ET"
"Downloaded from Barchart.com as of 12-19-2024 12:07pm CST"
